Title,Name,Desc,Attribute 
youth soldier,YouthSoldier99,"Born to a long line of soldiers, [PAWN_nameDef] joined a military training program.

[PAWN_pronoun] excelled in physical training, and even passed most of the intellectual exams. While [PAWN_pronoun] was never particularly bright or nimble, [PAWN_nameDef] learned the value of hard work and suffering.",Construction+2	Shooting+2	Melee+2	
galactic page,GalacticPage37,"[PAWN_nameDef] served the high admiral of a space fleet. [PAWN_pronoun] learned the ways of court, including etiquette and speechcraft.

In [PAWN_possessive] feudal society, it was considered a great honor to serve a man of such prestige.",Social+6	Artistic+2	
apprentice smith,ApprenticeSmith37,"[PAWN_nameDef] grew up helping in [PAWN_possessive] father's smithy.

They were some of the last smiths on the planet that to use traditional smithing methods. They even collect some materials themselves.

Sometimes, after work, [PAWN_nameDef] would practice using the swords [PAWN_pronoun] forged.",Melee+2	Crafting+5	
clone-farmed,CloneFarmed21,"Clone children are seeded into nutrient-rich womb-vats and rapidly grown in a simmed universe. They're harvested later, sometimes for food, sometimes for organs, sometimes for workers - but they're always disposable.",Intellectual+4	Shooting-3	Artistic+3	
gang member,GangMember16,"[PAWN_nameDef] grew up without parents. [PAWN_possessive] whole life was spent alone, fighting for survival on the streets.

No matter how hard it became to survive, [PAWN_pronoun] never gave up.",Shooting+3	Melee+4	Medicine+3	
militant child,MilitantChild49,"[PAWN_nameDef]'s military family forced [PAWN_objective] to train in hand-to-hand combat and fighting tactics.

In [PAWN_possessive] own time, [PAWN_pronoun] built small inventions. This sharpened [PAWN_possessive] mind.",Intellectual+2	Shooting+3	Melee+3	
killer,Killer41,"[PAWN_nameDef] was a bloodlusting child. Villagers thought [PAWN_objective] the product of a snake demon and human coupling.

After watching how [PAWN_possessive] human father betrayed and murdered [PAWN_possessive] mother, [PAWN_pronoun] longed to see how many more humans [PAWN_pronoun] could get to fall into [PAWN_possessive] hands.",Melee+4	Medicine+2	
professional gamer,ProfessionalGamer76,"[PAWN_nameDef] was obsessed with video games since [PAWN_possessive] hands were big enough to grip a joystick.

[PAWN_pronoun] achieved middling finishes in several local tournaments during the 16-bit era. Nobody noticed when [PAWN_pronoun] retired early in [PAWN_possessive] teenage years.",Shooting+4	Melee-3	Crafting+2	
data decoder,DataDecoder39,"Born on a glitterworld, [PAWN_nameDef] was very interested  in the process of documenting information, and quickly became senior glitterpedia recorder.

[PAWN_pronoun] was effective at self-study, but [PAWN_pronoun] was lacked in social experiences.",Construction+2	Plants+2	Intellectual+2	
wolf pack member,WolfPackMember26,"[PAWN_nameDef] was discarded by [PAWN_possessive] family. Raised by wolves, [PAWN_pronoun] ran, hunted, and defended [PAWN_possessive] pack.

[PAWN_pronoun] learned to fight efficiently by tooth and claw. [PAWN_pronoun] also learned brutally effective primal hunting strategies.",Melee+8	Social-3	
rebel student,RebelStudent14,"[PAWN_nameDef] grew up in a modest but privileged family who encouraged [PAWN_objective] to play chess and shoot skeet at a young age.

As a bored student, [PAWN_pronoun] found joy in challenging [PAWN_possessive] teachers about the contradictions between [PAWN_possessive] planet's official values and their government's policies.",Intellectual+3	Shooting+2	
cadet,Cadet96,"Born on the planet New China, [PAWN_nameDef]'s father was a police chief and kept extremely strict watch over [PAWN_possessive] son.

[PAWN_nameDef] had to do military-style drill exercises every day and keep [PAWN_possessive] room spotlessly clean, always ready for inspection. [PAWN_pronoun] came to abhor violence.",Construction+3	Intellectual+3	Crafting+3	
ship technician,ShipTechnician0,"[PAWN_nameDef] was an apprentice technician on trade ships plying their routes between the stations and planets of [PAWN_possessive] home system. In this job, [PAWN_pronoun] learned to fix and improve many machines.

Sometimes, [PAWN_possessive] ship was assigned to short exploratory jaunts into dangerous regions of space.",Construction+3	Plants-3	Intellectual+3	Crafting+3	
farmer's daughter,FarmersDaughter81,"[PAWN_nameDef] grew up on [PAWN_possessive] parents' vineyard. [PAWN_pronoun] spent [PAWN_possessive] youth exploring the land and making friends with various bugs and insects.

Having heard stories about all the fascinating things out there in the universe, [PAWN_pronoun] always dreamed of venturing out to see it for [PAWN_objective]self.",Social-1	Cooking+2	Artistic+3	Crafting+3	
blacksmith's son,BlacksmithsSon73,"[PAWN_nameDef]'s father owned the blacksmith shop in an run-down old city district. [PAWN_nameDef] would help [PAWN_possessive] father whenever [PAWN_pronoun] could.

Later, [PAWN_possessive] father took [PAWN_objective] as a blacksmith's apprentice and raised [PAWN_objective] as a man. [PAWN_nameDef] also took on shooting as a hobby.",Construction+3	Shooting+3	Artistic-3	Crafting+3	
joywire addict,JoywireAddict76,"[PAWN_nameDef]'s wealthy parents provided everything [PAWN_pronoun] ever wanted. After discovering joywires, [PAWN_pronoun] became obsessed. Once [PAWN_possessive] parents realized what happened, they cut [PAWN_objective] off.

Uncaring and often violent, [PAWN_pronoun] sought [PAWN_possessive] next joywire fix by any means possible.",Shooting+4	Melee+6	Social-3	
child-knave,ChildKnave69,"[PAWN_nameDef] was a child-knave of King Loteric. [PAWN_pronoun] enjoyed the training with wooden sticks and engaging others in close combat. [PAWN_pronoun] adapted quickly to the heat of battle and was good at spreading fire.

[PAWN_pronoun] served [PAWN_possessive] lord well, until the king died in an unfortunate accident.",Shooting-3	Melee+4	Social+3	
wasteland wanderer,WastelandWanderer81,"Born into a wealthy family on a desert world, [PAWN_nameDef] was cast out after a hired attack squad destroyed [PAWN_possessive] ancestral home.

The boy managed to hide in a cooling duct beneath [PAWN_possessive] family's villa. Vowing revenge against the killers and whomever had hired them, [PAWN_nameDef] struck out into the wasteland, alone.",Shooting+3	Social+3	Medicine+5	Crafting+4	
social pariah,SocialPariah3,"[PAWN_nameDef]'s family never fit in. They were oddballs who couldn't conform to their regimented society. Because of this, they were forced into cryptosleep and sent to different rimworlds, never to see each other again.",Crafting+2	Animals+2	
pyro assistant,PyroAssistant82,"On an industrial world, [PAWN_nameDef] learned early that if [PAWN_pronoun] wanted to eat, [PAWN_pronoun] had to work. So work [PAWN_pronoun] did. Kids fit in places adults can't, and where [PAWN_pronoun] was from, the safety laws were quite flexible.

[PAWN_pronoun] was always a bit of a pyromaniac, and was banned from the kitchen after an unfortunate incident.",Construction+4	Medicine+3	
street urchin,StreetUrchin74,"After running away from home, [PAWN_nameDef] had to live on the streets.

[PAWN_pronoun] grew up fast, and learned early that [PAWN_pronoun] had to figure out how to fool people into connecting with [PAWN_objective].",Construction+2	Plants-2	Shooting+2	Melee+3	Social+2	
ritual child,RitualChild20,"Born with a special mark on [PAWN_possessive] neck, [PAWN_nameDef]'s tribe chose to sacrifice [PAWN_objective] in a blood ritual. They left [PAWN_objective] in the forest to die. A pack of arctic wolves found and adopted [PAWN_objective].

Over time, [PAWN_pronoun] learned to make tools to hunt with the pack.",Intellectual-3	Melee+3	Crafting+3	Animals+4	
brothel gofer,BrothelGofer84,"Born on a steam-powered midworld wracked by a century of economic crises, [PAWN_nameDef] went to work at a young age. Scrounging, shoe-polishing, sewing - [PAWN_pronoun] did it all. But [PAWN_pronoun] was most known as a brothel gofer, delivering all manner of aphrodisiacs and chemicals to the girls' rooms.",Social+2	Cooking+2	Crafting+2	
labor camp orphan,LaborCampOrphan91,[PAWN_nameDef] lost [PAWN_possessive] parents in an industrial accident and grew up in an orphans' labor camp. The camp overseers worked their charges mercilessly - but at least [PAWN_pronoun] was clothed and fed.,Construction+4	Mining+4	
game fanatic,GameFanatic86,"[PAWN_nameDef] was a fanatical gamer who learned to survive in virtual reality games.

Once, while attempting to prove [PAWN_possessive] skills in the real world, [PAWN_pronoun] was abducted by a criminal scientist and experimented on. [PAWN_pronoun] escaped, but the experience stayed with him.",Intellectual+3	Shooting+3	
class clown,ClassClown96,"In the ultra-competitive environs of [PAWN_possessive] glitterworld school, [PAWN_nameDef] always offered to play the class clown to diffuse tension.

[PAWN_pronoun] developed a sense of social desperation from this, as well as an appreciation for the artistic side of comedy.",Social-3	Artistic+4	
crime boss' child,CrimeBossChild39,"[PAWN_nameDef] was adopted child of a notorious crime boss. [PAWN_pronoun] was taught all facets of the family business, from smuggling to inventive ways of killing.

When the family was attacked, [PAWN_possessive] father ordered [PAWN_objective] to hide in a secret cryptosleep vault.",Construction+2	Shooting+2	Melee+2	
sentimental child,SentimentalChild55,"[PAWN_nameDef] was a nice child. When anybody had a problem, [PAWN_pronoun] tried to fix it. But, being a child, [PAWN_pronoun] did not always succeed. This hurt [PAWN_possessive] sensitive soul.

[PAWN_pronoun] dreamed of being a soldier who fights raiders and aliens.",Social+4	
dusty farm hand,DustyFarmHand75,"From the time [PAWN_nameDef] could walk, [PAWN_pronoun] helped take care of the animals and crops that [PAWN_possessive] people tended in their arid homeland.

The work toughened [PAWN_objective], but left little time for intellectual activities.",Plants+2	Medicine+1	Animals+2	
hacker kid,HackerKid98,"Born on a high-tech world, [PAWN_nameDef] learned to hack computers at a young age. 

Spending many hours tinkering alone made [PAWN_objective] very good with machines, but very bad with humans.",Construction+3	Crafting+3	
video gamer,VideoGamer16,"[PAWN_nameDef] grew up on a midworld, mostly locked in [PAWN_possessive] room, playing video games. [PAWN_pronoun] was warm-hearted, with a deep fondness for animals.

As [PAWN_pronoun] grew up, [PAWN_pronoun] turned to drugs to enhance [PAWN_possessive] reality. During these trying times [PAWN_pronoun] found passion and refuge in the gym.",Intellectual+3	Shooting+2	Melee+1	
student,Student65,"[PAWN_nameDef] studied chemistry and quantum mechanics for entertainment.

[PAWN_pronoun] was very good at convincing others to do [PAWN_possessive] physical work, and made it a goal in life to avoid manual labor.",Intellectual+3	Mining-2	Social+2	Medicine+3	
super soldier,SuperSoldier99,"[PAWN_nameDef]'s government ran an experimental super-soldier development program. They kidnapped thousands of infants, conditioned their minds with drugs and machines, and trained them to fight.

Most infants died, but [PAWN_nameDef] did not. [PAWN_pronoun] killed [PAWN_possessive] first man at age six, and was fighting in field operations not long after.",Plants-3	Shooting+3	Melee+3	Medicine+2	
headjack addict,HeadjackAddict4,"Plugged in to the computer via head-jack for days at a time, [PAWN_nameDef] found [PAWN_pronoun] preferred the company of computers to that of people or pets.",Plants-3	Intellectual+4	Shooting+2	
urbworld army brat,UrbworldArmyBrat84,"[PAWN_nameDef] grew up on an urbworld military base. [PAWN_pronoun] was too young to fight, but [PAWN_pronoun] learned to make [PAWN_objective]self useful in other ways.

[PAWN_pronoun] became familiar with guns and military equipment, but never really got in touch with the natural world.",Construction+3	Plants-3	Shooting+3	Crafting+2	
plague child,PlagueChild44,"Born on a world wracked by plague, both of [PAWN_nameDef]'s parents were doctors. 

[PAWN_nameDef] was raised in reverse-quarantine, under the Hippocratic oath. [PAWN_pronoun] experienced little social interaction. However, [PAWN_pronoun] gained a lot of medical experience assisting in treatments.",Intellectual+1	Social-3	Medicine+5	
technical kid,TechnicalKid1,[PAWN_nameDef] loved nothing more then to forget the world around [PAWN_objective] and focus on the task at hand.,Construction+2	Medicine+3	Crafting+2	Animals+2	
young master,YoungMaster23,"Born to two medics, [PAWN_nameDef] longed for power. [PAWN_possessive] keen intellect and charisma helped [PAWN_objective] gain the respect of [PAWN_possessive] peers.

Deciding that the best way to gain power was to climb the ranks of the imperial military, [PAWN_pronoun] joined at the youngest possible age.",Intellectual+2	Shooting+1	Melee+2	Social+2	
caravan traveler,CaravanTraveler6,"Born to a family of traveling merchants, [PAWN_nameDef] was mentored by [PAWN_possessive] father in the ways of being a trader. [PAWN_pronoun] was often tasked with caring for the pack animals. Due to [PAWN_possessive] nomadic lifestyle, [PAWN_pronoun] hunted and bartered for [PAWN_possessive] food.",Plants-3	Shooting+1	Social+2	Animals+3	
midworld loner,MidworldLoner80,"[PAWN_nameDef] was born on a peaceful, unimportant midworld.

While [PAWN_pronoun] had a few friends, [PAWN_pronoun] preferred to spend [PAWN_possessive] time in solitude, tinkering on [PAWN_possessive] autocycle while listening to netcasts, or plinking at plastic soldiers with a new rifle [PAWN_pronoun] had just put together.",Construction+3	Shooting+3	Social-2	Crafting+5	
jungle kid,JungleKid35,"[PAWN_nameDef] was abandoned as a newborn, and grew up among the animals of [PAWN_possessive] homeworld's dense jungles.

When [PAWN_pronoun] was a teenager, a traveling doctor found [PAWN_objective] injured near a road, hissing and meowing. [PAWN_pronoun] rescued [PAWN_objective] and took [PAWN_objective] on as an apprentice.",Intellectual-2	Melee+2	Cooking+2	Animals+4	
farmer's son,FarmersSon20,"[PAWN_nameDef] spent much of [PAWN_possessive] childhood learning biome farming. In [PAWN_possessive] biome they kept animals to investigate which would cope best in the alien environment.

Due to this, the travel restrictions and oxygen rationing system, [PAWN_pronoun] rarely got to meet anyone from outside [PAWN_possessive] family.",Plants+2	Social-3	Cooking+1	Animals+4	
wealthy student,WealthyStudent59,"[PAWN_nameDef] was born on a wealthy glitterworld. [PAWN_pronoun] studied at the Caspian school of Engineering, and excelled in mathematics and computer programming.

[PAWN_nameDef] grew up in clean, sterile environments. [PAWN_pronoun] never saw a farm or livestock.",Construction+2	Plants-2	Intellectual+4	Mining-2	Cooking-2	Crafting+3	
street peddler,StreetPeddler66,"Growing up on an industrial midworld where robberies and muggings weren't uncommon, [PAWN_nameDef] helped support [PAWN_possessive] family by making small trinkets and novelties to sell to passers-by.

[PAWN_pronoun] learned early on that it wasn't always what [PAWN_pronoun] knew, but who [PAWN_pronoun] knew that would get [PAWN_objective] far in life.",Melee+2	Social+3	Crafting+2	
bodyguard trainee,BodyguardTrainee54,"[PAWN_nameDef] was born into a famously skilled family of bodyguards. [PAWN_possessive] mothers Elena and Victoria forced [PAWN_objective] into many dangerous situations, training [PAWN_objective] to put [PAWN_possessive] client's well-being over [PAWN_possessive] own.

[PAWN_nameDef] was taught about many herbs and natural poisons to help [PAWN_objective] prevent clients from being poisoned.",Plants+2	Shooting+3	Melee+2	Medicine+2	
spoiled child,SpoiledChild80,"[PAWN_nameDef] was the child of an industrious space engineer. [PAWN_possessive] parents forbade most manual and dangerous tasks, so [PAWN_pronoun] learned art and music instead.

[PAWN_pronoun] loved animals, but [PAWN_possessive] parents never let [PAWN_objective] have a pet - though [PAWN_pronoun] played with other people's pets a lot.",Intellectual+3	Artistic+2	Animals+3	
philosopher,Philosopher82,"[PAWN_nameDef] was a student on a glitterworld. [PAWN_pronoun] had a hard time in school, since the other kids thought [PAWN_objective] rather strange.

[PAWN_pronoun] always maintained a distance from these events, being continuously surprised by the many interesting and awkward ways life can go.",Intellectual+4	Social+3	
cave child,CaveChild17,"[PAWN_nameDef] grew up in a cave on an tundra planet, and was adopted by a traveling group of entertainers known only as the Wizards. Once a starfaring crew, the Wizards told [PAWN_objective] wondrous stories about the universe.

One day, the Wizards did not return from scavenging. After years of waiting, [PAWN_nameDef] set off into space to find them.",Plants+2	Mining+2	Shooting-2	Melee-2	Cooking+2	Crafting+2	
ranger child,RangerChild57,"[PAWN_nameDef] was raised in a forest. [PAWN_possessive] father taught [PAWN_objective] to hunt and live off the land, so that [PAWN_pronoun] could live without the need of others when father died.

Accustomed to manual labor and with an intuitive mind, [PAWN_nameDef] could survive weeks alone.",Mining-2	Shooting+2	Cooking+2	Animals+4	
glitterworld royal,GlitterworldRoyal24,"[PAWN_nameDef] grew up in a glitterworld royal household. [PAWN_pronoun] was groomed from a young age to marry into another planet's royal family.

Unfortunately, [PAWN_possessive] crooked teeth made [PAWN_objective] undesirable to suitors, so [PAWN_pronoun] became bitter and resentful.",Social+2	Cooking+2	Artistic+2	
plague survivor,PlagueSurvivor39,"[PAWN_nameDef] watched as a mysterious plague spread through [PAWN_possessive] town, killing [PAWN_possessive] family and friends.

[PAWN_pronoun] learned some medicine from watching the plague doctors, but was mentally scarred by the ordeal.",Social-2	Cooking+2	Medicine+3	
offworld recruit,OffworldRecruit91,"[PAWN_nameDef] was born an raised in an offworld soldier growth facility. From a very young age, [PAWN_pronoun] was taught close-quarters combat tactics, aggression, and how to survive on distant planets.

One of the best, [PAWN_nameDef] was eventually chose to enter the orbital-deployment shock troop corps.",Shooting+2	Melee+2	Medicine+2	
prodigal student,ProdigalStudent67,"[PAWN_nameDef] was a faithful student, and was dedicated to learning anything and everything [PAWN_pronoun] could about humanity and its creations.

While [PAWN_pronoun] was shunned as a nerd, [PAWN_pronoun] didn't mind. [PAWN_pronoun] hoped for a brighter future.",Intellectual+3	Crafting+2	
animal caretaker,AnimalCaretaker20,"Born on a medieval farm, [PAWN_nameDef] was tasked with caring for domestic animals. [PAWN_pronoun] grew to love them.

With time, [PAWN_pronoun] learned to tame wild animals. [PAWN_pronoun] dreamed of one day meeting a thrumbo and taming it.",Plants+2	Animals+4	
adventurous youth,AdventurousYouth70,"[PAWN_nameDef] explored all around [PAWN_possessive] family's large estate, uncovering little natural wonders hidden in nearby catacombs, rivers, and caves.

During [PAWN_possessive] teenage years, [PAWN_nameDef] made numerous enemies",Melee+2	Social+2	Cooking+2	
pilot fan,PilotFan16,"[PAWN_nameDef]'s father was a starfighter pilot, and [PAWN_pronoun] always idolized the old man.

From a young age, [PAWN_pronoun] collected pilot memorabilia and studied pilot books, preparing to join the deep space navy and follow in [PAWN_possessive] father's footsteps.",Intellectual+3	Shooting+3	
medical helper,MedicalHelper27,"[PAWN_nameDef] traveled between rimworlds with [PAWN_possessive] family. [PAWN_nameDef]'s mother, a renowned doctor, often delivered lectures from the hull of their retrofitted cargo/medical ship.

Sometimes, the family took on difficult long-term medical work with especially needy patients, and [PAWN_nameDef] helped where [PAWN_pronoun] could.",Social+2	Medicine+4	
country child,CountryChild95,[PAWN_nameDef] was raised up to fear God and love [PAWN_possessive] country. [PAWN_pronoun] was a genuine backwoods kid. [PAWN_pronoun] always worked hard to earn respect rather than demanding it.,Cooking+2	Animals+4	
rebel writer,RebelWriter82,"Early on, [PAWN_nameDef] developed a talent for writing. [PAWN_pronoun] was soon writing a popular online journal - anonymously, to hide [PAWN_possessive] age - on topics ranging from bioethics to political theory and xenosociology.",Intellectual+7	
exiled prince,ExiledPrince58,"A member of a royal family, [PAWN_nameDef] was exiled for shaming [PAWN_possessive] family.

Living in a foreign land, mostly alone, [PAWN_pronoun] spent most of [PAWN_possessive] time making huts and houses to live in. [PAWN_pronoun] found little time in an average day for enjoyment, and lost all [PAWN_possessive] friends and family.",Construction+3	Artistic-2	Crafting+2	Animals+1	
new age duelist,NewAgeDuelist27,"[PAWN_nameDef] was fascinated with combat. [PAWN_possessive] parents traveled often, so [PAWN_pronoun] was able to sample many different fighting styles, from 76th-wave jujutsu to the infamous 'urbworld-style' karate.

A polite child, most fighters accepted [PAWN_possessive] requests for training - but moving around often without finishing a tutelage made [PAWN_objective] lazy.",Shooting-2	Melee+4	Animals-2	
spoiled brat,SpoiledBrat59,"Born in a rich family, [PAWN_nameDef] was given everything, and never developed basic work ethic or the foundations of a non-dependent personality.

[PAWN_pronoun] was expected to become one of the best doctors in the world.",Medicine+2	
cow farmer,CowFarmer39,"[PAWN_nameDef] grew up on a rimworld, under the tyranny of [PAWN_possessive] father, who forced [PAWN_objective] to work every day on the farm. [PAWN_pronoun] dreamed of escaping [PAWN_possessive] father and exploring the universe.

One day, when the trade ship was overhead, [PAWN_pronoun] stowed away among the goods in the launch pods, and escaped into space.",Plants+4	Animals+3	
discarded youth,DiscardedYouth93,"[PAWN_nameDef] grew up isolated on a trash planet. A dumping ground for surrounding glitterworlds, it was a harsh home. As a baby, [PAWN_pronoun] sucked on the tap of a discarded nutrient paste dispenser for comfort.

In these desperate circumstances, against all odds, [PAWN_pronoun] survived - and thrived.",Construction+3	Crafting+3	
disaster survivor,DisasterSurvivor29,"[PAWN_nameDef]'s planet collided with a small moon. Everything [PAWN_pronoun] knew as home was destroyed, and [PAWN_possessive] entire family died. [PAWN_pronoun] was left in the ruins to fend for [PAWN_objective]self.",Construction+3	Cooking+2	Crafting+1	
rebel child,RebelChild8,"[PAWN_nameDef] was born under authoritarian rule. Despite intense oppression from family and community, [PAWN_pronoun] never gave up fighting for [PAWN_possessive] dignity and [PAWN_possessive] freedom.

[PAWN_pronoun] was often put into hopeless situations where even family would try to terrorize [PAWN_objective] into propriety. [PAWN_pronoun] learned to trust no one.",Melee+2	Social+3	
midworld cadet,MidworldCadet83,"Growing up on a high-tech midworld with a flourishing space transit industry, [PAWN_nameDef] wished to leave for the stars and live among the growing spacer class.

[PAWN_pronoun] excelled in [PAWN_possessive] studies, and gained entry to [PAWN_possessive] homeworld's most prestigious naval academy.",Intellectual+3	Social+3	Crafting+2	
forest child,ForestChild83,"When [PAWN_pronoun] was a baby, [PAWN_nameDef]'s mother went insane and left [PAWN_objective] in the woods.

Raised by wild people, [PAWN_nameDef] was known for both loving and killing animals.",Melee+2	Animals+2	
vatgrown scientist,VatgrownScientist91,"[PAWN_nameDef] was grown to be a perfect scientist, with a mind perfectly tuned for physics and chemistry.

[PAWN_possessive] creators used [PAWN_objective] as a teaching aid on mind design, hoping [PAWN_pronoun] would eventually grow to be a great mind and continue their research.",Intellectual+5	Medicine+2	
music idol,MusicIdol50,"[PAWN_nameDef] was the only child of a powerful company president. [PAWN_possessive] beautiful appearance led to a career as a music idol.

When [PAWN_possessive] mother died, [PAWN_nameDef] could not bear [PAWN_possessive] father's loneliness, and became his sexual companion.",Intellectual+2	Mining-2	Melee-2	Social+3	Artistic+2	
sickly liar,SicklyLiar3,"It is not uncommon for a sickly child to be cast away. What is uncommon is for that child to survive and even thrive with such a weak body.

Using [PAWN_possessive] quick wit and silver tongue, [PAWN_nameDef] was able to get out of almost any situation - most of the time at the cost others around him.",Construction-2	Shooting-2	Melee-2	Social+6	
iceworld survivor,IceworldSurvivor75,"[PAWN_nameDef] was born on an iceworld. Survival depended on staying together and building with nothing.

[PAWN_pronoun] got used to the cold. [PAWN_pronoun] never got used to dealing with those strange green things called plants.",Construction+3	Social+1	Crafting+1	
tragic loner,TragicLoner87,"[PAWN_nameDef] was involved in a traumatic accident that resulted in [PAWN_objective] killing [PAWN_possessive] own family.

Cast out from society, [PAWN_pronoun] was left with only [PAWN_possessive] animal companions and several engineering textbooks to keep [PAWN_objective] company.",Intellectual+4	Artistic-2	Animals+2	
schoolyard outcast,SchoolyardOutcast11,"[PAWN_nameDef] had a modest but proper upbringing. Despite a good family background and plenty of support, [PAWN_pronoun] struggled to make friends and was often bullied. [PAWN_pronoun] learned to work or play alone, and avoided socializing to avoid conflict.

When conflict did arise, [PAWN_nameDef] would retaliate violently.",Intellectual+2	Melee+2	Social-3	Artistic+2	
antisocial child,AntisocialChild83,"[PAWN_nameDef] lacked typical social skills, and avoided social interaction.

[PAWN_pronoun] gained satisfaction only from steady work. [PAWN_pronoun] especially disliked speaking with overly creative or outgoing individuals.",Intellectual+3	Crafting+2	
young pirate,YoungPirate71,"[PAWN_nameDef] was born to pirates, in a dirty metal room that smelled of motor oil.

[PAWN_pronoun] was never exactly taught anything, but [PAWN_pronoun] still learned the ways of survival, barter, and combat.",Shooting+2	Social+2	Crafting+2	
soldier experiment,SoldierExperiment50,"[PAWN_nameDef] grew up believing [PAWN_pronoun] was a normal, albeit slightly sheltered child.

In truth, [PAWN_pronoun] was part of an elaborate experiment. Researchers were conditioning [PAWN_objective] using social interactions and mechanite injections to try to produce an elite soldier.",Shooting+3	Melee+3	Social-3	Medicine+2	
dedicated student,DedicatedStudent12,"The child of a wealthy manufacturer, [PAWN_nameDef] was pampered from an early age. [PAWN_pronoun] developed an affinity for reading and art, and a distaste for menial chores.

A revolution brought [PAWN_possessive] father's businesses under state control. Penniless, [PAWN_nameDef] worked hard to complete [PAWN_possessive] education.",Intellectual+2	Artistic+2	
infantry,Infantry99,"[PAWN_nameDef] was raised on a world wracked by war.

At an early age, [PAWN_pronoun] was shown how to use guns and cruelty to project [PAWN_possessive] will. [PAWN_pronoun] later distinguished [PAWN_objective]self by committing atrocities with more enthusiasm than anyone else.",Shooting+2	Melee+1	Social+2	
angry student,AngryStudent88,"[PAWN_nameDef] trained towards [PAWN_possessive] dream of working for [PAWN_possessive] hometown's local council.

For reasons [PAWN_pronoun] never quite understood, [PAWN_pronoun] was bullied relentlessly by [PAWN_possessive] classmates. [PAWN_pronoun] chose to repress [PAWN_possessive] rage.",Intellectual+4	
transfer student,TransferStudent10,"A midworld child, [PAWN_nameDef]'s wealthy parents sent [PAWN_objective] to a nearby glitterworld to receive a better education.

[PAWN_nameDef] was a talented student. However, due to [PAWN_possessive] family's wealth, [PAWN_pronoun] never had to do dumb labor.",Intellectual+3	Social+2	
desert rat,DesertRat47,"[PAWN_nameDef] was born to a tribe of desert ascetics who wandered the endless wastes.

They sought a mythical substance they believed could liberate them from ignorance through psychedelic revelation - and usher in a new period of interstellar peace.",Intellectual+2	Melee+2	Medicine+2	
artistic weirdo,ArtisticWeirdo56,"[PAWN_nameDef] grew up in a house near a bustling midworld metropolis.

[PAWN_pronoun] was talented at art and creative work, but often acted strangely, and thus had few friends.",Cooking+1	Artistic+3	Crafting+2	
apprentice oracle,ApprenticeOracle83,"[PAWN_nameDef] was chosen at an early age by the village elders to keep the sacred rituals of the Oracle.

An irrepressibly curious child, [PAWN_nameDef] caused a religious crisis for [PAWN_possessive] tribe when [PAWN_pronoun] accidentally flipped a switch to open the ""tombs"" of the Gods - cryptosleep caskets inhabited by some very confused ancestors.",Intellectual+2	Social+3	Medicine+2	
junkyard mechanic,JunkyardMechanic51,"Left for dead at a young age, [PAWN_nameDef] was rescued by an old man who ran an urbworld junkyard. The old man forced [PAWN_nameDef] to do dangerous, demanding work.

[PAWN_nameDef] became very familiar with machines, but [PAWN_pronoun] grew up with almost no other experiences.",Construction+2	Intellectual+2	Social-3	Crafting+4	
empath,Empath47,"[PAWN_nameDef] was an incredibly empathetic child, so much that [PAWN_pronoun] was totally overwhelmed by simple social interactions. Once, [PAWN_pronoun] stepped on a bug and felt so guilty [PAWN_pronoun] cried for an hour.

[PAWN_nameDef] did try to use a gun one time, but it went very poorly, as the loud noise made [PAWN_objective] flinch uncontrollably.",Intellectual+2	Artistic+2	
animal lab tech,AnimalLabTech39,"[PAWN_nameDef] worked as a technician in a lab studying animals.

[PAWN_pronoun] spent [PAWN_possessive] days taking care of the animals and cleaning up after them. [PAWN_pronoun] dreamed of having [PAWN_possessive] own lab one day.",Intellectual+1	Shooting-2	Medicine+2	Animals+3	
ship child,ShipChild46,"[PAWN_nameDef]'s family were space traders. One day, [PAWN_nameDef]'s cryptosleep pod failed in transit. [PAWN_pronoun] had to spend years awake on the ship as the other slept.

[PAWN_pronoun] filled [PAWN_possessive] days creating beautiful contraptions from the ship's cargo - but [PAWN_pronoun] didn't learn a lot of basic planetary living skills.",Melee-3	Social-3	Artistic+4	Crafting+4	
pet keeper,PetKeeper7,"[PAWN_nameDef] spent most of [PAWN_possessive] childhood tending the animals [PAWN_pronoun] had bought or rescued.

[PAWN_pronoun] saw beauty in natural things more than fabricated objects, and chose the company of [PAWN_possessive] animals over that of [PAWN_possessive] peers.",Medicine+1	Animals+6	
child researcher,ChildResearcher32,"A frightfully intelligent child, [PAWN_nameDef] was kidnapped by a glitterworld corporation and forced to research technologies for weaponizing anti-matter.

[PAWN_pronoun] vowed never to invent anything again.",Intellectual+7	Shooting-2	Melee-2	
vidtube star,VidtubeStar98,"[PAWN_nameDef]'s hobby was making videos for the popular video sharing service Vidtube. [PAWN_pronoun] made everything from video game reviews to pasta cooking guides.

[PAWN_pronoun] gained a over a million followers.",Social+2	Cooking+2	Artistic+2	Crafting+1	
corporate slave,CorporateSlave22,"[PAWN_nameDef] grew up in a colony owned by a large glitterworld corporation. All children had virtual reality devices attached by force, and were raised in a brutal digital world.

Constantly forced to fight others for the entertainment of the wealthy, gunplay and tactics became the center of [PAWN_nameDef]'s universe.",Plants-2	Shooting+4	Social+4	Animals-2	
